item_ID	name	description	name_ES	description_ES	name_RU	desc_RU	name_PT	desc_PT	name_DE	desc_DE	name_PL	desc_PL	name_CZ	desc_CZ	name_TR	desc_TR	name_IT	desc_IT	name_FR	desc_FR
10699	Bewitched Bonegrinder	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐšосÑ‚олом	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bonegrinder	This weapon was enchanted for you by the enchantress Magnolia.
10700	Bewitched Bonegrinder	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐšосÑ‚олом	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bonegrinder	This weapon was enchanted for you by the enchantress Magnolia.
10701	Bewitched Bonegrinder	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐšосÑ‚олом	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bonegrinder	This weapon was enchanted for you by the enchantress Beatrice.
10702	Blessed Bonegrinder	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословеннÑ‹й ÐšосÑ‚олом	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Bonegrinder	This weapon was blessed in the temple of the Northern gods.
10703	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й Ð—веÑ€обой	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Magnolia.
10704	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й Ð—веÑ€обой	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Magnolia.
10705	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й Ð—веÑ€обой	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Magnolia.
10706	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й Ð—веÑ€обой	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Beastgrinder	This weapon was enchanted for you by the enchantress Beatrice.
10707	Blessed Beastgrinder	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословеннÑ‹й Ð—веÑ€обой	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Beastgrinder	This weapon was blessed in the temple of the Northern gods.
10708	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.
10709	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.
10710	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.
10711	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Mace	This weapon was enchanted for you by the enchantress Beatrice.
10712	Blessed Bone Mace	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословенная ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Bone Mace	This weapon was blessed in the temple of the Northern gods.
10713	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐœагиÑ‡еская ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.
10714	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐœагиÑ‡еская ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.
10715	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐœагиÑ‡еская ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Magnolia.
10716	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐœагиÑ‡еская ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Mystic Bone Mace	This weapon was enchanted for you by the enchantress Beatrice.
10717	Blessed Mystic Bone Mace	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословенная ÐœагиÑ‡еская ÐšосÑ‚яная Ð‘Ñƒлава	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Mystic Bone Mace	This weapon was blessed in the temple of the Northern gods.
10718	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ТяжелÑ‹й ЯÑ‚аган	ЭÑ‚оÑ‚ меÑ‡ заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Magnolia.
10719	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ТяжелÑ‹й ЯÑ‚аган	ЭÑ‚оÑ‚ меÑ‡ заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Magnolia.
10720	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ТяжелÑ‹й ЯÑ‚аган	ЭÑ‚оÑ‚ меÑ‡ заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Magnolia.
10721	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ТяжелÑ‹й ЯÑ‚аган	ЭÑ‚оÑ‚ меÑ‡ заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Heavy Scimitar	This sword was enchanted for you by the enchantress Beatrice.
10722	Blessed Heavy Scimitar	This sword was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословеннÑ‹й ТяжелÑ‹й ЯÑ‚аган	ЭÑ‚оÑ‚ меÑ‡ благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Heavy Scimitar	This sword was blessed in the temple of the Northern gods.
10723	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная ÐšолоÑ‚ÑƒÑˆка	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Magnolia.
10724	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная ÐšолоÑ‚ÑƒÑˆка	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Magnolia.
10725	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная ÐšолоÑ‚ÑƒÑˆка	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Magnolia.
10726	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšосÑ‚яная ÐšолоÑ‚ÑƒÑˆка	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Bone Maul	This weapon was enchanted for you by the enchantress Beatrice.
10727	Blessed Bone Maul	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословенная ÐšосÑ‚яная ÐšолоÑ‚ÑƒÑˆка	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Bone Maul	This weapon was blessed in the temple of the Northern gods.
10728	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšÑƒвалда Ужаса	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Magnolia.
10729	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšÑƒвалда Ужаса	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Magnolia.
10730	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšÑƒвалда Ужаса	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Magnolia.
10731	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованная ÐšÑƒвалда Ужаса	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Maul of Terror	This weapon was enchanted for you by the enchantress Beatrice.
10732	Blessed Maul of Terror	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословенная ÐšÑƒвалда Ужаса	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Maul of Terror	This weapon was blessed in the temple of the Northern gods.
10733	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐœолоÑ‚ Ð“ÑƒÑ€гÑƒÑ‚Ñ…а	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Magnolia.
10734	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐœолоÑ‚ Ð“ÑƒÑ€гÑƒÑ‚Ñ…а	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Magnolia.
10735	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐœолоÑ‚ Ð“ÑƒÑ€гÑƒÑ‚Ñ…а	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Magnolia.
10736	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Beatrice.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ÐœолоÑ‚ Ð“ÑƒÑ€гÑƒÑ‚Ñ…а	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ð‘еаÑ‚Ñ€иса.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Gurgurth's Maul	This weapon was enchanted for you by the enchantress Beatrice.
10737	Blessed Gurgurth's Maul	This weapon was blessed in the temple of the Northern gods.	Esmeralda	gema, color verde brillante	Ð‘лагословеннÑ‹й ÐœолоÑ‚ Ð“ÑƒÑ€гÑƒÑ‚Ñ…а	ЭÑ‚о оÑ€Ñƒжие благословили в Ñ…Ñ€аме СевеÑ€нÑ‹Ñ… богов.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Blessed Gurgurth's Maul	This weapon was blessed in the temple of the Northern gods.
10738	Bewitched Minotaur Axe	This weapon was enchanted for you by the enchantress Magnolia.	Esmeralda	gema, color verde brillante	Ð—аÑ‡аÑ€ованнÑ‹й ТопоÑ€ ÐœиноÑ‚авÑ€а	ЭÑ‚о оÑ€Ñƒжие заÑ‡аÑ€овала для вас Ñ‡аÑ€одейка Ðœагнолия.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Bewitched Minotaur Axe	This weapon was enchanted for you by the enchantress Magnolia.
